"session_timestamp","batch","date","age_group","b5bq1","b5bq2","researcher_notes"
"2026-08-26T14:50:25.075Z","b5b","2026-08-26","Adult (18–64)","Self Help","OK but feels a little clinical","""Self Help"" is what comes to mind based on 1990s/2000s bookstore categories"
