"session_timestamp","batch","date","age_group","b1q1","b1q2","b1q3","researcher_notes"
"2026-09-18T00:00:02.594Z","b1","2026-09-17","Child (under 12)","Craft or activity supplies","4","Activity Bags","include age ranges i.e. activity bags for 4+ or Storytime Kits for 6+"
