"session_timestamp","batch","date","age_group","b3q2","b3q3","b3q4","b3q5","b3-unprompted","researcher_notes"
"2026-09-08T22:16:40.553Z","b3","2026-09-08","","eAudiobooks","No — they feel different","Streaming costs money; eAudiobooks are free","Both — just call all ""Audiobooks""","Audio",""
