"session_timestamp","batch","date","age_group","child_age","b7q1","b7q2","b7q3","b7q4","sort_b7-age03","sort_b7-age45","sort_b7-age67","sort_b7-age810","sort_b7-age1113","researcher_notes"
"2026-08-26T21:21:51.656Z","b7","2026-08-26","Senior (65+)","","Ages 2–4 (Toddler / Pre-K)","Ages 6–8 (Grades 1–2)","Easy Reader","Early Readers","Picture Book","Easy Reader","Chapter Book","","Middle Grade",""
