"session_timestamp","batch","date","age_group","b8q2","b8q4","b8q5","b8q3","sort_b8-online","sort_b8-research","sort_b8-entertain","sort_b8-physical","sort_b8-unclear","researcher_notes"
"2026-08-14T15:27:56.757Z","b8","2026-08-14","","I wouldn't know where to click","","Something else (see notes)","eResources","Research Databases","","","","",""
