"session_timestamp","batch","date","age_group","b6q2","b6q3","b6q4","b6q5","b6-unprompted","researcher_notes"
"2026-08-26T21:20:17.655Z","b6","2026-08-26","Senior (65+)","Teen","Mostly the same, slight overlap","I'm not a teen (skip)","","Young Adult","Young Adult is often confusing, sometimes people think of college age, some as junior high"
