"session_timestamp","batch","date","age_group","b8q2","b8q4","b8q5","b8q3","sort_b8-online","sort_b8-research","sort_b8-entertain","sort_b8-physical","sort_b8-unclear","researcher_notes"
"2026-08-26T14:57:15.135Z","b8","2026-08-26","Adult (18–64)","Research","Separate — Research ≠ Entertainment","Digital Library","eResources | Research Databases","Online Resources | eResources | Digital Library","Databases | Research | Research Databases","Streaming Media | Video Games | Emagazine | Physical Media","","Resources",""
