"session_timestamp","batch","date","age_group","b2q2","b2q3","b2q1","b2_word_associations","researcher_notes"
"2026-08-31T10:51:07.294Z","b2","2026-08-31","","No — I'd use a different name","Community Resources","Bus & transit routes | Voter registration & elections | Tax forms & local fees | Social services & assistance | Library services | Community events & recreation","Links to Northbrook Village | Links to Police Department | Links to Fire Department | Non-emergency phone numbers | Area Schools | Voting information | Community Organizations to include transportation","I wouldn’t think to go to the library for government information, I’d go to the village website instead. I would go to the library for community information. "
