"session_timestamp","batch","date","age_group","b4q2","b4q3","sort_b4-physical","sort_b4-digital","sort_b4-same","sort_b4-unsure","researcher_notes"
"2026-08-26T14:45:38.306Z","b4","2026-08-26","Adult (18–64)","DVD & Blu-ray (combined)","No — just ""Blu-ray"" is enough","DVD | BluRay | BluRay HD | Blu-ray Disc","Streaming Video","","","I like combining these since BluRay players are able to play DVDs and BluRay discs"
