"session_timestamp","batch","date","age_group","b4q2","b4q3","sort_b4-physical","sort_b4-digital","sort_b4-same","sort_b4-unsure","researcher_notes"
"2026-08-22T18:41:16.827Z","b4","2026-08-22","Adult (18–64)","Physical Media","No — just ""Blu-ray"" is enough","","","","",""
