"session_timestamp","batch","date","age_group","b3q2","b3q3","b3q4","b3q5","b3-unprompted","researcher_notes"
"2026-08-14T15:26:03.439Z","b3","2026-08-14","Child (under 12)","eAudiobooks","Yes — same thing","eAudiobooks = download; Streaming = play online only","Both — listed separately","CXFH","ASDG.LIH"
