"session_timestamp","batch","date","age_group","b6q2","b6q3","b6q4","b6q5","b6-unprompted","researcher_notes"
"2026-08-22T18:50:28.158Z","b6","2026-08-22","Adult (18–64)","Both work equally","No — Young Adult includes college-age too","I'm not a teen (skip)","Both — different people use different words","Young adult",""
