"session_timestamp","batch","date","age_group","b8q2","b8q4","b8q5","b8q3","sort_b8-online","sort_b8-research","sort_b8-entertain","sort_b8-physical","sort_b8-unclear","researcher_notes"
"2026-08-22T18:52:40.373Z","b8","2026-08-22","Adult (18–64)","I wouldn't know where to click","Separate — Research ≠ Entertainment","Research & Digital Tools","eResources | Digital Library","","","","","",""
