"session_timestamp","batch","date","age_group","b4q2","b4q3","sort_b4-physical","sort_b4-digital","sort_b4-same","sort_b4-unsure","researcher_notes"
"2026-08-14T17:12:51.538Z","b4","2026-08-14","","Blu-ray Disc","No — just ""Blu-ray"" is enough","","BluRay HD","","","TESTING"
