"session_timestamp","batch","date","age_group","b3q2","b3q3","b3q4","b3q5","b3-unprompted","researcher_notes"
"2026-08-26T21:30:10.458Z","b3","2026-08-26","Adult (18–64)","Streaming Audiobooks","Yes — same thing","eAudiobooks = e-readers; Streaming = phones/speakers","Both — just call all ""Audiobooks""","",""
