"session_timestamp","batch","date","age_group","b6q2","b6q3","b6q4","b6q5","b6-unprompted","researcher_notes"
"2026-08-31T11:00:57.653Z","b6","2026-08-31","Adult (18–64)","Young Adult","No — Young Adult includes college-age too","I'm not a teen (skip)","Just one — less confusing","Young adult ",""
