"session_timestamp","batch","date","age_group","b1q1","b1q2","b1q3","researcher_notes"
"2026-09-08T22:14:43.876Z","b1","2026-09-08","Teen (13–17)","Craft or activity supplies","2","Take-Home Kits",""
