"session_timestamp","batch","date","age_group","child_age","b7q1","b7q2","b7q3","b7q4","sort_b7-age03","sort_b7-age45","sort_b7-age67","sort_b7-age810","sort_b7-age1113","researcher_notes"
"2026-08-14T15:27:41.228Z","b7","2026-08-14","","","","","Chapter Book","Beginning Readers","","","","","","ADFHG"
