"session_timestamp","batch","date","age_group","b1q1","b1q2","b1q3","researcher_notes"
"2026-09-13T19:44:13.460Z","b1","2026-09-13","","A collection of items on a theme","5","Activity Bags","The perfect label IMO would be Kid Activity Kit"
