"session_timestamp","batch","date","age_group","b8q2","b8q4","b8q5","b8q3","sort_b8-online","sort_b8-research","sort_b8-entertain","sort_b8-physical","sort_b8-unclear","researcher_notes"
"2026-08-31T11:04:41.832Z","b8","2026-08-31","Adult (18–64)","Research Databases","Separate — Research ≠ Entertainment","Digital Library","eResources | Streaming Media | Physical Media","","","","","",""
