"session_timestamp","batch","date","age_group","b4q2","b4q3","sort_b4-physical","sort_b4-digital","sort_b4-same","sort_b4-unsure","researcher_notes"
"2026-08-31T10:57:16.128Z","b4","2026-08-31","Senior (65+)","DVD & Blu-ray (combined)","I don't use physical discs","","","","","Couldn’t get the drag and drop to work in the first section of this topic"
