"session_timestamp","batch","date","age_group","b3q2","b3q3","b3q4","b3q5","b3-unprompted","researcher_notes"
"2026-08-31T10:55:14.324Z","b3","2026-08-31","Senior (65+)","Neither is clear","No — they feel different","Not sure what the difference would be","Both — just call all ""Audiobooks""","I’d use Libby instead, and I would expect the website to use the same naming conventions as Libby. Libby uses audiobooks.",""
