"session_timestamp","batch","date","age_group","b4q2","b4q3","sort_b4-physical","sort_b4-digital","sort_b4-same","sort_b4-unsure","researcher_notes"
"2026-08-20T20:03:48.017Z","b4","2026-08-20","Child (under 12)","BluRay","No — just ""Blu-ray"" is enough","DVD","","","","TESTING PLEASE IGNORE"
