"session_timestamp","batch","date","age_group","b6q2","b6q3","b6q4","b6q5","b6-unprompted","researcher_notes"
"2026-09-19T19:53:41.726Z","b6","2026-09-19","Child (under 12)","Teen","No — Teen is younger than Young Adult","Teen — that's what I am","Just one — less confusing","ya","i think you should use YA because that is more commonly used "
