"session_timestamp","batch","date","age_group","b5q2a","b5q3b","b5q4b","b5q1a","researcher_notes"
"2026-08-22T12:15:40.537Z","b5","2026-08-22","Adult (18–64)","","","","","Technology feels like a broader category - after all, we all use technology at home, too!"
