"session_timestamp","batch","date","age_group","b6q2","b6q3","b6q4","b6q5","b6-unprompted","researcher_notes"
"2026-09-08T22:19:05.625Z","b6","2026-09-08","Teen (13–17)","Young Adult","Yes — exact same","Young Adult — sounds more mature","Just one — less confusing","Young Adult",""
