"session_timestamp","batch","date","age_group","b3q2","b3q3","b3q4","b3q5","b3-unprompted","researcher_notes"
"2026-08-27T02:00:45.065Z","b3","2026-08-27","Adult (18–64)","Streaming Audiobooks","Yes — same thing","N/A — answered ""same""","Not sure","",""
