"session_timestamp","batch","date","age_group","b1q1","b1q2","b1q3","researcher_notes"
"2026-09-11T02:51:30.630Z","b1","2026-09-11","Teen (13–17)","Craft or activity supplies","4","Storytime Kits","I think that the term ""kit"" alone is very vague. In order to add more clarity to this I would accompany it with another noun/adjective."
