"session_timestamp","batch","date","age_group","b3q2","b3q3","b3q4","b3q5","b3-unprompted","researcher_notes"
"2026-08-22T18:40:20.237Z","b3","2026-08-22","Adult (18–64)","Neither is clear","Yes — same thing","N/A — answered ""same""","Both — just call all ""Audiobooks""","Audiobooks
",""
